event_id,event_type,event_time,event_date,occurred_at,session_id,user_id,user_name,dataset_id,task_id,feature,is_redo,reverted_event_id,reverted_command_type,reverted_count,reverted_event_type,reverted_event_time,reverted_object_id,reverted_object_type,reverted_old_val,reverted_new_val
dfdbda29-3f4a-4396-8308-96d5e5cf7ec7,history.undo,2026-03-24 04:39:14.484,2026-03-24,2026-03-24  04:39:15,64518f05-3432-42f7-a385-dd42a7a76ece,6555f019722b63ccbf3c9331,test_owner,Unknown,698ad622c73815e7873113d2,od,N,b139f4f4-60dc-4936-89fb-5fa6a8a67ca1,UpdateBbox3dTransformCommand,1,annotation.bbox3d.transform,2026-03-24 04:39:11.809,1,bbox3d,"{""position"": {""x"": 3.288548057960187, ""y"": 1.573478731993452, ""z"": -1.2088250381475067}, ""rotation"": {""roll"": 0, ""pitch"": 0, ""yaw"": 0}, ""size"": {""length"": 4.51, ""width"": 1.804, ""height"": 1.589}}","{""position"": {""x"": 0.412782240485152, ""y"": -1.029452797996596, ""z"": -1.2088250381475067}, ""rotation"": {""roll"": 0, ""pitch"": 0, ""yaw"": 0}, ""size"": {""length"": 4.51, ""width"": 1.804, ""height"": 1.589}}"
